18																			
83.53970	31.57835	5130	0.480	0.090	-9999	-9999	3.369	0.269	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
83.53848	31.57872	5147	0.640	0.100	-9999	-9999	4.774	1.710	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
83.53556	31.57888	5174	2.065	0.974	-9999	-9999	2.657	0.212	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
83.53150	31.57873	5217	0.000	0.000	-9999	-9999	3.322	0.681	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
83.54194	31.58077	5226	0.000	0.000	-9999	-9999	3.202	0.256	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
83.54046	31.57922	5235	0.000	0.000	-9999	-9999	3.441	0.275	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
83.54036	31.57914	5237	0.000	0.000	-9999	-9999	3.148	0.331	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
83.53745	31.57916	5267	0.000	0.000	-9999	-9999	2.819	0.750	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
83.53473	31.57905	5287	2.972	1.669	-9999	-9999	2.746	0.405	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
83.53054	31.57872	5377	0.000	0.000	-9999	-9999	3.417	1.153	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
83.53264	31.57869	5382	0.000	0.000	-9999	-9999	2.343	0.507	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
83.52932	31.57882	5389	0.000	0.000	-9999	-9999	3.032	0.599	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
83.51840	31.57966	5418	0.000	0.000	-9999	-9999	3.134	1.099	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
83.52893	31.57873	5420	0.000	0.000	-9999	-9999	3.069	0.245	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
83.51008	31.57996	5509	3.722	2.668	-9999	-9999	5.045	2.240	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
