,chi_sq_dof,chi_sq_rel_like
ddfe48,91.43764206613044,1.096208528475524e-39
5dedc4,63.47837346452878,1.5221212471502537e-27
c67669,18.03970062282465,8.245445556292272e-08
cea59b,197.28649848917266,1.1757606364428912e-85
8f1c08,22.173113675410136,1.3215866661144961e-09
0d4b5a,18.644685094439673,4.502696873608866e-08
7d0a3f,263.9254896879412,1.3470160145109978e-114
716c2a,57.13677098212037,8.641163306677414e-25
55b141,170.67341211985334,4.248498535299747e-74
09f91b,191.661796492188,3.25908701470405e-83
fac248,3.724874428584989,0.13585141115234456
b786ad,193.67708338012412,4.343781596739548e-84
48b579,65.04011368692392,3.1929644818244598e-28
2cd38e,45.84090442912417,6.955121563192893e-20
e0d598,187.03922670023394,3.31629005660312e-81
c5aa6e,57.93662907341137,3.883275988940374e-25
53969d,20.346856953045826,8.20783968677142e-09
5dbb99,10.291224124978312,0.0001911325766767888
e0373d,115.30673811443111,4.717115114918717e-50
57a61f,191.3384866858821,4.503058828938858e-83
6626d1,104.14306552027472,3.3265792955767026e-45
0ed3ee,199.79824354743386,9.53853982954938e-87
6b7384,145.86177499002758,2.533918050996501e-63
b6c586,160.27234766161885,1.3975275337065398e-69
16f4bc,58.27403843529471,2.7711704125232598e-25
b44617,93.16377095841094,1.9509445391420854e-40
bdaba0,19.335655447411867,2.256254572159363e-08
aaa357,98.31647892553616,1.1283719630684202e-42
6ca582,155.76933025983053,1.261815861953168e-67
d0c313,38.80920461938528,7.872871279938921e-17
0523a5,95.03356481112417,3.007487085110962e-41
69ea3e,79.10535167989447,2.4873611139437604e-34
e46875,84.31303578018169,1.3616653063057284e-36
bbb9df,133.06333973240353,9.163942905325525e-58
9341d4,27.16507150843954,8.976683384215251e-12
d7af13,15.445348139044574,1.1038932970025081e-06
a74ff8,11.271464178970641,7.171695936990733e-05
64429d,238.75989996086224,1.144588851112248e-103
772fe1,162.35204586367334,1.746461112241203e-70
281488,110.43328543169707,6.168649331853822e-48
66dd38,55.369732135695024,5.058100255169623e-24
d7f556,100.65578493999087,1.0876886408098503e-43
8fc631,94.42185839902753,5.544526842738971e-41
6a5b67,112.0905191855185,1.1761497163492464e-48
57c55e,117.07390087375225,8.057632202380127e-51
91d42b,76.40565618189541,3.699999778948111e-33
c2e681,16.257821348835623,4.898628045124983e-07
40755a,101.11094259478888,6.899730617833856e-44
4ee81a,18.637356480673,4.53581661255698e-08
60dcbe,107.83959565668556,8.253064509185891e-47
db8b27,104.88335402700406,1.5866994334980834e-45
4fda99,225.64419708053956,5.6849532619466915e-98
24d9ed,91.76846709238863,7.874404008375004e-40
a69d51,33.109384989322024,2.3525202153911718e-14
55824b,112.80775120707794,5.740803726850129e-49
af5588,157.4562011774424,2.3355934643551973e-68
84f91a,119.4172446388798,7.735816749156083e-52
e55d3b,34.55563523378221,5.5390446172447275e-15
132403,105.63532125502566,7.48030746208749e-46
52fd73,146.3269499642262,1.5913644094303642e-63
632728,19.6285563074985,1.6833827480275478e-08
668fd3,15.734839072968839,8.264237338632818e-07
6c97d6,99.38270356731279,3.885051750914101e-43
403862,83.81472060632792,2.241227292932878e-36
99d92a,193.9313659305126,3.3684838735704494e-84
f0c855,62.712424445548244,3.2741357406942155e-27
67748d,51.886029118196284,1.6479363376445195e-22
c08ec3,81.55786041928,2.1410550220569825e-35
d2d920,66.31717154367324,8.903789976520304e-29
6b3685,147.40823812938862,5.397245307817453e-64
827b14,21.03405633415034,4.12840187051553e-09
46aa7c,150.72328653319965,1.9609428125780374e-65
43121a,41.391910131160735,5.9494716406891114e-18
2ac756,26.736416427438115,1.378092736875043e-11
458233,62.94414208779077,2.596946407214943e-27
c4e183,124.71511084171792,3.8696538281829797e-54
0d86f9,184.31596510888815,5.050681595743297e-80
63220a,166.52949525681888,2.6786483271474675e-72
f79967,100.01090454021511,2.072872510426913e-43
53ac4e,32.84909025579302,3.051953627347881e-14
5c5ac3,11.564416581310391,5.350498620498115e-05
d03bf0,8.359376699737005,0.001319244800766598
dec7ef,25.32855615896479,5.632541363225438e-11
747ac3,33.802475926433495,1.1763262664808273e-14
31a1a9,235.27733487077452,3.724845921485583e-102
914adb,38.92481644043818,7.013318705341356e-17
45945c,170.78315170380267,3.806941271214232e-74
096c40,181.0102250715402,1.3772559189140074e-78
e2014c,72.58299010215396,1.6918602338419212e-31
5d5f16,8.96666809692646,0.0007187570020423976
ad0c3a,37.19093368360115,3.971360285924978e-16
0092e6,11.727316885401047,4.546189695523205e-05
3a9ff2,90.67114204670345,2.359282277458244e-39
ca7a4e,15.841140506169822,7.430818526877909e-07
2d1c07,27.509148639887723,6.363339696476426e-12
d98b40,20.190474044856256,9.597212244349275e-09
873ee7,43.28147612024866,8.99187614940781e-19
da024b,106.1621071393559,4.417120491900466e-46
d779a1,93.73659712398978,1.1001950351509295e-40
15a61f,39.48429923870604,4.008143695021065e-17
7f97d7,19.921026785207097,1.2565059730911253e-08
5dfa9f,13.363725479869666,8.850429165252359e-06
df708d,140.4255055722039,5.81747299078844e-61
732145,28.225942727083194,3.1073157849081787e-12
687119,23.93623255350292,2.2666415655619864e-10
394bdc,123.57048165803256,1.2155651876469057e-53
4cbc64,38.5817529328771,9.883577298959616e-17
17d656,15.761981931552654,8.042939231198768e-07
f3b5b1,12.1943866236775,2.8497170660749782e-05
efdc9d,105.75137353101633,6.6606802548760164e-46
99a26d,48.244532726439104,6.2866925105587934e-21
7871c6,10.031838675850413,0.00024773329772926657
626a54,110.76045437882652,4.44736131722917e-48
271a74,185.52002034980072,1.5150795755860804e-80
02af9a,56.34679770028784,1.9039399643962944e-24
a1fa2d,19.844849319290997,1.3559635351301659e-08
330c3d,193.68028224386447,4.329908631985549e-84
10137e,114.1115324736749,1.5586467175598694e-49
9caa69,68.64146306208482,8.712603022856798e-30
9e7749,143.4910772204491,2.712523596990414e-62
316dd5,31.55980469541577,1.1079177874337006e-13
98287d,237.43376722645766,4.3110359071685226e-103
a9793e,19.18209450407296,2.630745096915175e-08
b5d476,72.02179771228455,2.9654270235980438e-31
6eef3b,120.40685545619426,2.8755680935743435e-52
f8cfd9,4.081597353550147,0.09509142511299953
e46b70,17.868168535745646,9.78835174421381e-08
3274e2,29.997058275222614,5.286882785575032e-13
7a9893,224.89033751484598,1.2081585955169868e-97
5593aa,55.03014889736401,7.103404722540112e-24
6786fb,241.8471489587386,5.222450199448579e-105
d87509,193.67697422703566,4.344255759794136e-84
eae2a1,224.2469151221783,2.2991046654182203e-97
257856,79.03232335177736,2.6758061060785634e-34
ad7fc2,3.0683112806103354,0.261942462632332
289f4f,48.56495621723754,4.563142854664811e-21
60d333,54.96519404222718,7.580120242296307e-24
72b361,21.87037881720957,1.7888409438762443e-09
3ec8d8,17.46161214674997,1.4698559123936695e-07
45e493,14.225635903121164,3.7380180127479425e-06
b157f1,158.28224136657644,1.0224746638704198e-68
0d6694,49.93874477242492,1.1551417381393018e-21
a4d908,103.33667807986772,7.450878745581367e-45
9115a6,5.375534511566046,0.026073035049722387
ccd9cd,66.35642895876222,8.56102230402871e-29
bd29b7,117.8003638973181,3.896803954733208e-51
aba342,86.54071218410715,1.4675834399472747e-37
e9d972,52.12561485948951,1.2968497564971565e-22
6b7dcb,240.88125244635532,1.3720117563342959e-104
c7aa60,9.403012633997955,0.0004646009183424322
a4c83e,227.5650785572497,8.327193812393236e-99
44af32,184.20447111378587,5.64639449361782e-80
5fb38d,24.689063729238956,1.0676586503788101e-10
9f893b,241.50611637356974,7.34484909248431e-105
ebfb1a,188.00549493462256,1.261849460928671e-81
52d46e,68.57503530906382,9.311017289141572e-30
fa365d,4.606841685155537,0.056238100206786636
19b57d,228.7712344990632,2.492710269917057e-99
c69b4f,10.46107196809344,0.00016127636769051065
749161,149.00881122517882,1.0890607194187096e-64
f992ab,11.15058210894367,8.093200211248554e-05
0a0f4f,17.824784291235407,1.0222358444488378e-07
04df33,70.80397113736626,1.0022650868955597e-30
1348cc,166.05509187371,4.304735495924553e-72
e9344a,70.20135474588531,1.831030488677958e-30
d38fb5,70.62884853124731,1.194090886681702e-30
32b680,146.9254521566824,8.74668409465404e-64
1a5a53,70.02577598328311,2.1824709092257128e-30
fb5d5c,249.7808128883439,1.872094819118848e-108
e47174,132.19970822317796,2.1734656134029685e-57
7a8c3d,23.1979011962313,4.742813887440064e-10
456692,3.9894190526672295,0.10427348377225519
69f4d2,23.368945578919913,3.9971684542755285e-10
dd55d8,147.23671172965075,6.407153464285601e-64
c3e4c1,17.575125924682602,1.3121284625715168e-07
58db96,193.1021410913192,7.719021391009266e-84
05eafa,25.115866245920405,6.967459377074371e-11
a61d5c,82.88980329545439,5.651612628062569e-36
e7478a,82.53269985561792,8.07719262829443e-36
a04e1b,67.58197411974182,2.5134955911573208e-29
4142da,218.59424674400384,6.55362258666666e-95
d924c9,182.28751866197103,3.839662828079481e-79
2f159c,147.88294019148378,3.357466370502312e-64
2f9155,9.110038360649702,0.0006227549298147586
f6dbab,167.23518291441155,1.3226332742566128e-72
ce4cbd,6.134814697644032,0.012202263341607457
746037,24.56410080371873,1.2097708956221274e-10
2d514b,12.465906875216806,2.1721109066285464e-05
e78755,189.20780982472277,3.791829702808134e-82
30d66c,85.31771642225173,4.985894828543848e-37
a3192c,27.80642081710787,4.726954715594272e-12
2221ab,242.71080934140033,2.2018684513239527e-105
593565,125.54611848593768,1.6856603880915255e-54
62ed9e,53.60592238010193,2.951211109692657e-23
c4f764,61.14034462520091,1.5770384125003198e-26
5918b4,6.103184901454226,0.012594387151299851
4cb877,34.25630795181607,7.471899989192654e-15
1c25ea,76.55739651440187,3.1790818459068196e-33
9eaf6b,96.37767811119933,7.842649059627854e-42
c90470,46.016028978253296,5.837798488526576e-20
1a8eb8,107.08825800871928,1.7495124375538183e-46
18621a,141.4497537327197,2.088858642865163e-61
7e2450,205.48599630016525,3.230890672760457e-89
5e48c8,108.02198067040788,6.87711734306566e-47
461b2e,235.097677341577,4.457923242149501e-102
aecbbf,186.53025516885452,5.516911741787918e-81
c31b12,175.77441098814197,2.5876159065853682e-76
9d0645,6.873579170312073,0.005829067165651366
0059d0,194.0193719850333,3.084707068809949e-84
035fef,17.937969570500343,9.128414729974478e-08
24f3c4,150.07452881628407,3.7516025723776206e-65
da2654,137.50588992711286,1.0782198913548109e-59
4311c7,9.74623448743603,0.000329625428134737
b0acc5,8.79818963797662,0.0008506508760490164
268a42,153.25817070842896,1.5544570212491602e-66
1dfef4,183.81629572728428,8.324413519174351e-80
12c4b2,197.35699711762183,1.0957254549857639e-85
1cc93a,90.05600630591927,4.364454428981421e-39
860ace,146.12995125144224,1.9378720317137465e-63
4ca392,20.96306297569589,4.432145304632597e-09
8834f0,25.0957114139422,7.109312056711502e-11
3bfabc,34.46165049844808,6.084878562997224e-15
33bb8f,64.3040147657465,6.66619152492759e-28
28c17d,252.34222565028963,1.4451749097657781e-109
97386a,32.90503629646332,2.8858973124634133e-14
e31354,106.30546466584708,3.82718859321282e-46
983451,189.15311439540142,4.0050020929668146e-82
57a20d,163.97906088597077,3.432063176765697e-71
794130,2.694331577915029,0.38073537273795394
f0b7f1,15.784163637231988,7.866497246932499e-07
8466cd,12.911965273841703,1.3904689496960089e-05
6cc919,20.506657208038526,6.995656817887495e-09
3c7ae7,23.941111822439208,2.2556089492205653e-10
7a418b,130.31361803002326,1.4330829756752698e-56
7dfb0f,15.467333019662632,1.0798891654645078e-06
42bb12,21.21982133806347,3.4285086540214343e-09
3ebc71,57.01321062665619,9.777634378441946e-25
2e7044,12.16046267950253,2.9480491852518816e-05
07b710,98.1919213248206,1.2780474120880438e-42
361af1,9.969355463789942,0.0002637062955997476
ed8439,193.40443428223745,5.705293352632672e-84
e388fc,61.839435972735586,7.838460192870819e-27
296886,19.207585514388388,2.564532248059671e-08
f02646,4.980940082992778,0.03868670763174171
d40835,209.00311454301774,9.590852622881153e-91
f4bcc0,11.973500682690034,3.5541134652019065e-05
c16d6b,14.50290941336668,2.8328464463473703e-06
ed18dc,6.239554088622921,0.010988860340507953
5eaaa5,4.55946238987915,0.05896675214502576
5affa2,64.70357310438489,4.470455801518179e-28
d60898,161.84571890848792,2.8977033474898107e-70
fd195a,90.43867132699663,2.976738305623447e-39
31b283,192.41663903911672,1.5320466977094028e-83
7c9145,169.11221436277435,2.0242075665074317e-73
c6f4e0,38.075251917543405,1.6401544977754614e-16
6cae22,67.78130310786604,2.059257460924182e-29
bb766f,142.28788601665602,9.034681051417853e-62
1b4608,157.24170057392175,2.8943675453117784e-68
a5e5b5,24.942032122179274,8.290288535207788e-11
08a58a,42.41809774940842,2.132115751936035e-18
4f72cb,181.64065944435814,7.331966604226292e-79
3931ea,46.45249867923398,3.773051360927388e-20
68f388,6.615580185827188,0.0075447802470282556
29859d,107.07325644109912,1.7759557160903754e-46
b15966,59.93383572861346,5.270143344246093e-26
7dab9b,65.31434819343642,2.427144062866809e-28
b295e1,137.90203338793737,7.25545111808132e-60
9b7c15,188.30718201808423,9.332253145753848e-82
ae3791,6.254678875640565,0.01082390675674417
e98e80,124.66621218101746,4.0635773797250594e-54
a21779,192.22410031159342,1.857336142851619e-83
327145,30.154210379411303,4.5180329113273373e-13
e6d59f,230.72007921282278,3.5505799614982267e-100
099865,105.97793469197534,5.310364403262914e-46
17f0ef,71.05495901719559,7.797941110176701e-31
6ba183,143.7598814387907,2.073162459881335e-62
15eb49,207.06922395642124,6.633385358630451e-90
c98f03,11.562668919114927,5.359857660502118e-05
df761a,38.963354263224986,6.748182373834089e-17
e23943,101.79678067274597,3.4751731043946886e-44
898a46,60.10822357673925,4.426767855775142e-26
642a9c,75.46961394409615,9.434517118538852e-33
8897a4,21.485685865632,2.6280991922902273e-09
459376,80.25465571684306,7.881383117137225e-35
17c519,15.869130882100736,7.225711031754791e-07
750d69,15.112295380008762,1.5401750071168185e-06
b6357a,88.34783565876224,2.408679683022059e-38
e3e9fa,76.18449789003763,4.615827007371259e-33
4a823f,14.657283379972446,2.4276119826888816e-06
4a2997,55.40635023651315,4.876232379719741e-24
9bb9f5,62.739084269397075,3.188001126998095e-27
a1d252,148.22344196879962,2.3885461031996875e-64
18ab16,221.99145672437922,2.1932688927832264e-96
6eb100,71.14989001274763,7.0917259339213025e-31
8a0581,44.616285429921334,2.3667369922286305e-19
441677,76.22855960236356,4.416861338517613e-33
e9f21c,192.96764725749043,8.83023322450018e-84
5ddacc,54.72952588665712,9.594569086123732e-24
64b2d4,17.907642242781968,9.409495831083858e-08
94e493,23.497231867021096,3.5159154626454676e-10
fe578b,13.51811193646238,7.584293730576211e-06
862784,10.190079644072261,0.00021147605710277947
5a89f9,142.39415189577372,8.123854574693063e-62
8e3cbf,58.68463183569645,1.8379969456500184e-25
bb020e,36.359017344500806,9.125064942251056e-16
8af8a9,42.82168600667688,1.4240807818589114e-18
ac0384,178.10006928103667,2.5285948482546108e-77
d32096,154.23350211495617,5.861350211946538e-67
d82918,27.38354989919003,7.214927110910115e-12
c0679a,94.54144225779183,4.919600991674624e-41
8694d7,216.07158580237288,8.16693603377147e-94
1abfea,70.36450753547196,1.5553897033934531e-30
de3f38,11.573107937729597,5.3041970332326224e-05
4bf180,68.9598825125055,6.336655783336737e-30
52f5cb,71.61369786228443,4.4598756903705684e-31
b3d77f,140.22095931334047,7.137854437868189e-61
8a0e0a,40.38894468243672,1.6220370075965068e-17
108aea,72.45811727344983,1.9168850185303013e-31
eb95d9,25.28347682020874,5.892262654267002e-11
b5b8ca,35.075093884906245,3.2948590265999226e-15
cfe3d6,27.281753493204423,7.988064544649788e-12
6d340c,17.948944504517595,9.028778729981237e-08
972c7f,228.36067893410384,3.7581474830249105e-99
95a2ca,53.07150303333636,5.0361151360750403e-23
4fe54d,19.516259172488276,1.883444807313189e-08
adf3dc,158.9861538619025,5.057632192767143e-69
001e62,39.17594707741175,5.4558060750779696e-17
341821,182.38674830747343,3.4769480506311715e-79
01f61d,238.63706457028886,1.2941846475855083e-103
5dc261,75.43006553835981,9.815113616286533e-33
6f9e32,840.3996713357416,0.0
4f7022,223.23701899527126,6.31176844603996e-97
690566,66.0261317300491,1.191164912999891e-28
aac28e,47.064643278588605,2.045698823882513e-20
161c5f,20.264259904205755,8.914568118150337e-09
d98387,8.502426241918304,0.0011434041507947068
073dbf,129.41905627570918,3.5056985616682998e-56
172512,43.16726164664283,1.0079825925942436e-18
562202,111.1444705193671,3.0291886680502115e-48
da8beb,185.35039638105087,1.795156009387159e-80
1a3a44,164.33118152690972,2.413410635897722e-71
1d1cc3,252.59697837601433,1.1201668342158283e-109
c893e1,50.15152521138841,9.337398754223005e-22
29816a,193.4259453757188,5.583876836853149e-84
d9e5e3,42.67323404210797,1.6519865026937504e-18
33baed,45.84218248200273,6.946238227953633e-20
693f1d,39.072158711771955,6.052483853737447e-17
6b9564,41.76488183463818,4.097310210724136e-18
836c27,104.28710721222762,2.8803241661444435e-45
f7bd3d,15.44691614926477,1.1021637373687603e-06
c57180,223.8883906290074,3.2905155821973934e-97
38144f,23.983209522903774,2.1626239585091563e-10
3310ce,2709.715204223813,0.0
f82ee9,39.61600464972024,3.513535530542379e-17
ca01ea,72.4116391537434,2.0080811253223857e-31
586593,74.52787453229662,2.4194235674116857e-32
dba5ce,6.229880125461136,0.011095682032107345
637303,3.7523068656752674,0.1321753283473859
830662,131.55342094992292,4.147933356148842e-57
763c3d,14.279719412446457,3.5412225425059653e-06
3090fb,63.893845903455016,1.004643226907737e-27
548b45,40.682335582423036,1.2096025946322005e-17
7edfbe,23.525831034871743,3.4167874518999346e-10
1ed3d0,110.68217764250531,4.809473863308231e-48
f8712c,131.2319807831153,5.720466686106123e-57
66ad3b,14.541905691655591,2.724502218468598e-06
ca3c31,160.25604675161657,1.4204951925514685e-69
560623,203.28332108576984,2.92369424984743e-88
a32147,44.92580393924686,1.7367120525095343e-19
d9baa0,10.743865800046743,0.00012154999151018541
56b79a,85.72802596393599,3.3078662691305644e-37
853b00,84.12183318210857,1.6485746047958762e-36
750270,119.68960907161149,5.891417536697568e-52
3cc0ad,85.66071031151377,3.53820311012117e-37
3169c5,162.8354864032714,1.0769693933182354e-70
5798a3,110.23254120863957,7.54001467325449e-48
e8b6e4,16.276174349544416,4.809543505980029e-07
87802a,11.244618938212321,7.366829323730396e-05
1e5c05,188.4075667302568,8.440923889970602e-82
dc91bd,234.74047000951808,6.3718531705812864e-102
3ca758,22.859455316267418,6.65305725537633e-10
8e4326,3.774493827582692,0.12927505250059004
465310,4.349905312018537,0.07271377471401819
439720,124.2838475983616,5.956173807510814e-54
6aba6c,176.13054688431967,1.8123077918111387e-76
54ed56,205.66630259749758,2.6978402674403992e-89
da792b,402.43344861972986,9.46521526082716e-175
77c525,185.54651994382698,1.475457879936706e-80
0a158e,7.657438694371445,0.0026617863501614265
f35cb1,24.898225499984278,8.661530126582954e-11
fa9e21,44.1483875668073,3.778813506079026e-19
acf965,15.628907064750225,9.187735154016667e-07
b4bdb5,183.3412257095773,1.3386712398668058e-79
5f6a98,106.88031045591453,2.153909783916382e-46
4974f2,242.81449630879604,1.985000822659462e-105
0e8c82,18.444531340818575,5.5004520299898356e-08
72fe7d,23.910762353802415,2.3251148813137597e-10
cf7e21,5.271305984714129,0.02893726373842729
d8cd2f,81.96174400259216,1.4296292218011197e-35
d8bf82,27.04130202728387,1.0159405855418614e-11
5502c9,197.50602888861005,9.440132177150804e-86
49750f,28.006937190382047,3.868105292082284e-12
ee6b6d,192.62466277596653,1.2443095721108865e-83
04412b,83.80542951631708,2.262147773987192e-36
7e3a59,23.9998739722843,2.1268836444488643e-10
cd16c7,32.17484775154618,5.98959875077588e-14
e3e1b8,18.089506592625987,7.84483241799594e-08
cf5e7a,29.424488660301062,9.37267388015724e-13
0bfe5b,24.217388754257588,1.7111113106229653e-10
70adae,17.2557328376628,1.8058721962483897e-07
422558,99.23281710662073,4.513273695919692e-43
671bf6,202.0374645208915,1.0162500616954483e-87
3b2b43,228.57355424747578,3.0375486710616154e-99
2ad657,106.06229940816839,4.880734606018057e-46
ced31d,40.775734207953704,1.1017427518347303e-17
b7f118,96.2651423769544,8.776804610214632e-42
99637e,69.66698176974057,3.1244300828838192e-30
d5e109,46.63888398784576,3.131458107230263e-20
aa4a88,225.87254636785866,4.5243486342402146e-98
45a1fd,45.05051647923759,1.5330836439237229e-19
27467a,87.92145793635159,3.689372798947783e-38
f6e692,76.96006223957366,2.1253291876799635e-33
c53747,31.685846569315025,9.767158706587052e-14
de5865,75.19597007962052,1.2403998275138425e-32
123c32,217.73263352073502,1.551226787527606e-94
9f1bb4,24.68429831970029,1.0727586231735427e-10
44a7f2,55.89497470855218,2.9914206139883548e-24
902ba4,6.595847197939914,0.0076951399483115804
f0ceca,5.187655312100155,0.03146201168750576
3c76d6,79.19346024783978,2.2775807087514077e-34
d09f66,30.53598146800716,3.0842410493477577e-13
839a10,23.85789245358685,2.4513511181667265e-10
35ca77,5.900159612596571,0.015429427141160442
9fba3a,164.10089371376372,3.0383930139241705e-71
90c91b,46.03365086925096,5.73582654788095e-20
6971f7,12.266007526244811,2.652755236406812e-05
eb236d,71.99675692808684,3.040621172873138e-31
c92bc4,55.82242640369594,3.2165092934165144e-24
405008,60.94442953016369,1.9183467754760544e-26
4770c1,58.32329221894576,2.637986611151423e-25
e2e3bb,281.34829342128074,3.6538039280958826e-122
62eeff,12.905067954144513,1.4000926091468421e-05
17a5ce,195.08617244874048,1.0614715878429368e-84
1ece98,56.919166548866215,1.0741789002337098e-24
ce205a,148.15901326269764,2.5475027406143668e-64
2f0f71,74.7773149380406,1.8853036788588256e-32
7b4a36,32.62053840635479,3.8356302716825974e-14
fe3fbc,16.085790929859098,5.818168922406995e-07
4e7933,146.21398840050261,1.7816739275284554e-63
722051,144.31866572175437,1.185649726665977e-62
9271e5,46.588746084238664,3.292465409194074e-20
618425,145.46338711133083,3.774072360901551e-63
f167c5,135.08158943825882,1.217776711261263e-58
d64fe9,133.46183784152765,6.1520073388603855e-58
35b149,167.0920285417592,1.5261970100810195e-72
ae4c9b,36.97739089651635,4.916768296539553e-16
e79165,136.55779260575443,2.782664032444678e-59
f1463b,209.27673030813622,7.295035346881132e-91
66eabe,205.96229755211152,2.006629797925227e-89
e196a9,107.05913923158172,1.801205060834107e-46
bb8cc8,130.77313152852196,9.051220813531829e-57
61f2d8,44.91246145155484,1.7600393879740501e-19
7e88b4,82.78928226592453,6.249253114075221e-36
2ffc4d,111.22336226623658,2.79939429474892e-48
3861ed,3.2985151535621036,0.20807966234427247
3cf40b,78.98214638231347,2.8134954775589985e-34
1f7868,64.63898527266338,4.7687213309219725e-28
ec3c09,25.243358132493356,6.133458377896203e-11
058af8,39.05405710875249,6.163041126850081e-17
d3c7c9,101.53094356608712,4.533441656702288e-44
05b555,27.90640848211282,4.2771782586784865e-12
b80620,96.12081692229114,1.0139491575848561e-41
138f19,89.96507698708947,4.779913799085486e-39
b0e4fa,138.45747912974193,4.1632970601572615e-60
3d5720,56.332952473313675,1.9304837738674148e-24
6a5b28,81.47024022362487,2.3371188362189765e-35
ca438e,245.985319737207,8.330854951566736e-107
36b6b3,130.51492640546334,1.1717749789072675e-56
814b54,124.61573494208778,4.2739606609688767e-54
0d1818,65.31937285084601,2.41497908348834e-28
7f796a,24.745006030360027,1.0095712871560743e-10
124885,31.593298803989114,1.0714236497736466e-13
06cc9a,50.14366355371141,9.41109549652969e-22
7b43ab,17.682310519509105,1.1787634961541803e-07
ce2aae,17.17745317711102,1.9529154270706973e-07
e717dd,115.91022331470843,2.5798008550575117e-50
bb4f1c,72.65278644581973,1.5778013226942146e-31
0ca163,184.39421285150507,4.670543569831838e-80
4ec4e7,42.33754950172612,2.310960052105269e-18
a03250,223.32105623122132,5.803021105496952e-97
268088,15.093973434060093,1.5686541099566517e-06
7d6a90,14.802671565327486,2.0991234768798144e-06
0bd943,24.733417112963586,1.0213391822860274e-10
cd5b2d,8.878454609239874,0.0007850416877000292
f35188,23.277594020850785,4.3795140996783813e-10
48dba4,72.64409363437632,1.5915766384546294e-31
7cff1b,192.42062890114826,1.5259462208828778e-83
376a47,37.90775022792544,1.9392322221792638e-16
9bd7c4,9.23548491070478,0.0005493339367524416
f8fd94,191.1606144107979,5.3796815485701666e-83
cc383e,5.856061569144877,0.016125059987590774
76459c,128.36021182351124,1.0107060683227933e-55
d1d695,35.86440590056124,1.4963837549541758e-15
a205cd,193.67592350196105,4.348822777171116e-84
46cbd0,7.947784597731891,0.0019910289277806728
b04663,11.255593748201788,7.286421807349692e-05
aafcf0,39.40685493690291,4.330887632630637e-17
6bda9d,111.32122309582506,2.5384210170251882e-48
690638,184.513205714201,4.146574610353487e-80
7ff171,18.91530220113754,3.43514595672775e-08
baf5ad,151.03353385024738,1.4378918780625548e-65
a6d30a,93.92835641580709,9.082171081709764e-41
6041ac,23.20472558770545,4.710557259898854e-10
bced98,47.379656814267435,1.4929080341143188e-20
d4a6be,160.22484547413328,1.4655151449734982e-69
48cf7f,57.12589871046001,8.735624957478703e-25
22a2aa,248.21714117173204,8.941735918127433e-108
563d7f,195.2871018149859,8.682521331801834e-85
edafcc,45.47490931958208,1.002892495519017e-19
6aafd8,119.43531847025736,7.597256827841362e-52
329797,15.632883220812978,9.151275817222177e-07
686afc,215.27134327562368,1.8180259068038619e-93
1f6c14,151.21809329993016,1.1955646899740918e-65
3f77a3,11.630915855562487,5.0062667738268456e-05
5eb60b,80.91096983627399,4.088545533452998e-35
f198f1,143.84288480325398,1.9080310288143488e-62
1bae3f,82.6101786976268,7.475010494013554e-36
9cdb7b,103.35463685506512,7.318264448525431e-45
5cf467,7.0234665879138785,0.005017689476310271
68d64b,84.92137647213568,7.410907056809285e-37
12baea,114.49138907605251,1.0660511989819636e-49
d4e62f,136.2087229579338,3.945116171764206e-59
c5e6a2,79.5444714495872,1.6033618565008188e-34
cad94e,31.11947213622593,1.720844133447917e-13
4c609f,168.6780680692335,3.124657234867586e-73
b42b1a,25.677755309061524,3.9723648079660846e-11
f328fc,141.4193463856204,2.1533508419173418e-61
9e32f7,37.55226669702482,2.76703310202223e-16
190724,34.068993089344815,9.011163328660266e-15
9cf9ca,16.025650661259892,6.178811028171781e-07
7d0fe1,16.83202418542034,2.7586800940158655e-07
acdee2,3.9223576309382526,0.11150601337298663
1b9876,442.2903541587985,4.639768946830504e-192
a0294d,79.45413464585324,1.7549482844655118e-34
b7b5bf,7.747352027565806,0.0024329003965109564
9732b8,6.767923635687296,0.006478652338577457
804a95,169.92141826063832,9.01202227182821e-74
5c2ccb,168.059303743628,5.801339956982431e-73
865768,105.52154755452112,8.381673499802143e-46
4c0dee,18.622777651984073,4.602427883263108e-08
e002fa,31.336266716173387,1.385443584179725e-13
eacde0,171.8548481116543,1.303599967308508e-74
21b875,17.267952847951616,1.7839387061084036e-07
dbc4ba,163.9449942000148,3.5509965257026375e-71
3c6bd8,193.6844516651884,4.311893002079207e-84
4b9d4c,15.387786887875048,1.169299139305966e-06
d40913,249.21269196699473,3.304148992950049e-108
cfc1ba,21.43471451267879,2.7655297204720166e-09
7eba3d,173.82883989040639,1.8107171044978375e-75
44949b,141.35262450903144,2.3019280090774734e-61
f875d7,35.82359712368693,1.558712475431473e-15
0a29bb,188.1964806540159,1.0424698480097639e-81
3d838e,151.29046034821326,1.1121016120517027e-65
1c3e84,117.10698571844065,7.795408427731151e-51
bd53d2,204.80314209236604,6.395611532385028e-89
61fa98,182.2326294922625,4.056310137577439e-79
35928f,123.1528397253749,1.8456860963513267e-53
2824c7,2.247980592146951,0.5949370251341581
563340,27.77551926629256,4.875305273207184e-12
758d73,222.87969135578416,9.022699219917782e-97
ee07d0,124.05820612663499,7.463838066520466e-54
61a5cf,116.4481819419173,1.506446521999615e-50
d04cac,62.67680379621467,3.392864628178519e-27
