,chi_sq_dof,chi_sq_rel_like
79e081,18.597668051547718,4.7194561259390475e-08
b49151,118.76099838685869,1.491112117057727e-51
a69077,34.45885532664215,6.1019106366958345e-15
c8ea70,18.42012424690556,5.6363538166905056e-08
e9f0c2,27.291903507228113,7.907395665188218e-12
b1641c,27.918221055334445,4.2269510178406674e-12
c01674,9.918372892700328,0.0002774993354093254
aa0630,62.737441681772815,3.1932420013147136e-27
24b855,22.682664062848172,7.939638458994108e-10
1d4d36,202.53743307137418,6.164062057259488e-88
b9aa37,177.4241465241011,4.9708284156049186e-77
b08ef3,148.17347288311854,2.5109318557073973e-64
a9a22d,79.05653261982768,2.611804638989335e-34
0dd107,137.20958151016515,1.450081627219111e-59
22476e,209.83680810909743,4.1666661279954665e-91
5b9307,11.116054970742477,8.377515302328234e-05
5555ae,175.17155123877754,4.728446446706359e-76
d74bd1,141.11867429569995,2.9086738333446966e-61
b52321,126.73786660936078,5.119180554586517e-55
33fe5c,28.257035042417247,3.0121886672634754e-12
9fe68d,92.9209801957928,2.4870677272695037e-40
193681,7.819016762846057,0.0022646481147385396
42a17e,24.153485350263644,1.8240265594993153e-10
815943,19.090450086487387,2.8832309715913444e-08
5c588a,27.718178400414182,5.163029855728493e-12
64c84c,186.70011962435626,4.655055257183026e-81
d4e32b,45.618021397005776,8.69163732064862e-20
fc9cd1,94.69087813015983,4.236729196350358e-41
139ad6,85.04195618968052,6.569075610854602e-37
19f27d,36.67286621023921,6.667041115701967e-16
54890e,178.951733855341,1.078961687464967e-77
94f069,28.89648441480457,1.5891790690452647e-12
b31ced,167.261897940476,1.2877668936266789e-72
b083ba,85.81449517408389,3.0338551565589958e-37
380aa8,126.47205394630204,6.677923202422094e-55
c02e95,221.60171734176458,3.238571892328422e-96
e63a6e,191.53952669462225,3.682960442652373e-83
eb6c4a,240.4429835844555,2.1266478483763233e-104
666f5a,16.345895728823848,4.485638259215783e-07
569341,12.19931188910369,2.8357159610178518e-05
106f13,136.69429536766012,2.4276069842330644e-59
e0d256,119.1821672989875,9.785859247352449e-52
1614ab,91.69011865165919,8.516163458266519e-40
812574,9.025054345559372,0.0006779930827150866
fa5496,46.859752692881045,2.5108718413855607e-20
8e43cd,12.784544325487158,1.5794268253892486e-05
35f27d,53.20576032022171,4.403403178563442e-23
ed91cd,132.82748714466263,1.1601438766203977e-57
2e7464,66.21686703417657,9.843206636287659e-29
6980c1,193.67949207378794,4.333331348306564e-84
876712,163.40566167167492,6.089468501263514e-71
b1e3cd,34.18937193612834,7.989157674702996e-15
487d5a,204.14180753238458,1.2390705276748343e-88
e8d469,129.23181520034268,4.2275848828445175e-56
c300fb,130.2304567130766,1.557355775805966e-56
732cd9,190.90616200713592,6.938472048581526e-83
a72195,11.71599297727154,4.597962914318556e-05
dc1a52,5.6968431514174105,0.01890814913993521
fa6c14,206.38771092068757,1.3113317564324306e-89
823549,130.72927109663658,9.457046046140822e-57
b24b9f,222.3175902273638,1.5829015280585494e-96
010cc5,70.51865252025053,1.3331987669475164e-30
48dfd3,170.60827498257788,4.534445350872401e-74
0d28d4,96.70601470631911,5.6476530666570936e-42
87ba4e,121.70069433813815,7.885270011699857e-53
160c0b,5.098315096983026,0.03440221854879909
406796,16.00903077244352,6.282360285523041e-07
317045,120.37540292451673,2.9674493650010578e-52
10cc37,249.39778699105665,2.7458314500714973e-108
82e614,166.4289537361854,2.9619677633627603e-72
44d19d,193.68198517905924,4.322541352965782e-84
eac82d,157.0823987747476,3.394201117543301e-68
35b9b1,204.9976618414891,5.26505877032898e-89
b2b7a0,158.88982963789604,5.569039802252492e-69
f27566,149.04688312535274,1.0483774667685496e-64
0693b7,84.92788329117138,7.362842170043853e-37
67e8b7,53.84903843787024,2.3142821984442944e-23
2c9630,109.34639706472163,1.8290252579110625e-47
d96d80,205.10874771365795,4.711500504817318e-89
e02a40,58.59792819557994,2.0044706326245958e-25
8f42cc,192.66688805920566,1.1928620842673623e-83
c8c5a7,68.79924254026751,7.44089489019623e-30
9f8522,53.22905395483101,4.3020173206819985e-23
b8cd11,50.43302757214475,7.046459884905132e-22
c40320,9.103539567995124,0.0006268152643238411
a24537,210.1186815667048,3.1432043360146243e-91
fe2cff,18.96196647158166,3.2785299808638854e-08
820f83,69.89949722119981,2.4762280174092367e-30
d59642,25.32350730403262,5.661051157814569e-11
4160ee,24.253809817817352,1.64991205273869e-10
d5fa59,216.12247359420277,7.761735997827977e-94
ba9c15,205.4405084611442,3.3812507598059985e-89
fc4c26,20.428304733398218,7.565829391163357e-09
fb9140,29.89156585715924,5.875089093472846e-13
049e7e,193.67906803299513,4.335169247211515e-84
770e14,103.96930780912446,3.95785514549307e-45
98dcea,11.049985656237315,8.949705992357233e-05
cd9909,89.48134134530004,7.753607000154827e-39
8c4af7,43.52725610938739,7.03249486005966e-19
7bf8d6,75.20397285896561,1.2305127960276652e-32
ffb7d8,41.938974167825336,3.442639174293101e-18
767196,200.29637979089458,5.79620951833258e-87
b679a5,43.401566068699765,7.974361407622073e-19
d1b505,32.51772779004965,4.2509580661691384e-14
7c59b6,31.816021091613067,8.575000773892879e-14
894e29,96.01856738541731,1.1231107608657721e-41
f3e93d,44.22379709132366,3.50433421164535e-19
0a8031,23.655844403099522,3.000225341976195e-10
6f97c2,183.19906862208674,1.5431636037976562e-79
787835,83.9903339151372,1.880260452192884e-36
245527,43.844238207666294,5.122073984964034e-19
c7ff26,74.94210138109945,1.5988785347502598e-32
1045fc,12.095948039262018,3.144510702968948e-05
47ca16,22.92558003490801,6.227355522907316e-10
a43e39,48.540306218779904,4.677022114543509e-21
3f7b97,259.3039108833236,1.3693010196520435e-112
c582bf,145.40378092252638,4.0058700949502066e-63
3a3cc7,193.67934327670017,4.3339761833651545e-84
afa7f3,141.0773752762647,3.031314243983165e-61
63ece0,8.019985762874647,0.0018523412677759641
5c8da5,188.76013474347533,5.932963024224807e-82
0c57e0,141.97748073141082,1.2323104404131204e-61
d475f6,1031.8895518066984,0.0
b8778a,172.85864312140532,4.777511126878002e-75
0a3165,122.0240017954392,5.706974402387363e-53
91519b,24.677674219367148,1.079888271610019e-10
0683f6,168.90618554954085,2.4873231996892263e-73
fb3571,84.2492309626308,1.4513777216037272e-36
65be1a,5.880271362881257,0.01573936326864981
ebf85c,218.60255596598745,6.499392697905777e-95
f24d03,74.7797250861227,1.8807652891056313e-32
cd3607,109.14903175059536,2.2280984152909377e-47
885622,44.79767863310568,1.9741126510406953e-19
3a58c5,81.72412707658623,1.813089055715535e-35
8ef5cd,24.234242842562196,1.682513759271791e-10
0b581f,75.75694446350242,7.078375826127731e-33
946862,29.310464843938956,1.050469434765762e-12
68b4c2,43.40138659835893,7.97579269741501e-19
db4f57,161.29135095217572,5.0444389091519615e-70
65c603,24.307733193294418,1.5632994341530724e-10
3033c2,18.88221302607218,3.5507135769462955e-08
388e75,158.83909469944842,5.858874909203513e-69
e9a18d,59.380652076948365,9.163619237331455e-26
b88603,11.789860201895706,4.270564996090142e-05
7d2282,168.36189957139658,4.2865966232158376e-73
1dfd74,149.43674046160842,7.099124424877366e-65
ea7cfe,14.021789934190842,4.583218574186777e-06
c2405f,75.27386997898692,1.1474405689204492e-32
3650de,85.29360392644467,5.10757834772896e-37
a59bfa,159.13618629418121,4.35300319003672e-69
a7d25b,62.25623460469522,5.166749560738732e-27
ad1652,16.789470337139264,2.878606108312051e-07
89968f,71.31676372068732,6.001773657493623e-31
b1973f,3.8391047480551,0.12118658757335436
efcbd1,139.84290670036214,1.041726832736132e-60
9c47b1,255.8032982563615,4.537281022743132e-111
fabf6a,79.74102510321639,1.3172535585191057e-34
930058,74.32386840633842,2.966952828518731e-32
13ee4d,110.65714327403124,4.9313957554516757e-48
47148b,23.534207396078926,3.3882867388105123e-10
9b8497,36.97461067789621,4.930457007295392e-16
bcd45d,16.22220837463628,5.076226391949139e-07
12e946,137.27980996911833,1.3517382955836176e-59
a1e23e,90.05400377674471,4.3732031331505533e-39
8065d1,196.25541613405386,3.2969494881997804e-85
a70495,4.432158017850165,0.06697223524197417
0d2ef3,9.301928216086061,0.0005140205344127518
0f9ab6,82.03969485894496,1.3224211603152495e-35
16ad92,112.49885228484133,7.818542412067116e-49
3f1d5f,177.5130564299739,4.5479500981517976e-77
ce6ced,57.82258543530361,4.352379741588683e-25
9d0e91,78.47593717334931,4.667561914858031e-34
626e81,90.8497955622278,1.9732934276295647e-39
da9fec,193.6769627334713,4.344305691064243e-84
5e3ae9,147.56237967586733,4.626252516827274e-64
a70633,8.37880013123183,0.001293867791877199
39f55f,5.513606720794346,0.022710546751390535
0fb27f,9.89416357265792,0.0002842993858125116
96b903,114.33437327521585,1.2472949351505422e-49
2741e3,66.66614440668137,6.2808427236692e-29
bc74b3,3.6293891759844468,0.14946271683292658
ea7777,117.16445756639287,7.36002293792471e-51
7fb5e4,8.793388337677232,0.0008547449268737562
4d8c15,34.50326706645054,5.836843776167951e-15
ec449f,249.45496879821997,2.5932245935498e-108
7c7e8c,169.7902452989163,1.0275192095583068e-73
c80f9b,100.11925117143937,1.8600227155334272e-43
4d75ab,141.1114325329429,2.9298142136037338e-61
0ff91c,35.049375839678845,3.380695400851143e-15
fd2e1a,122.25035317254394,4.550957403314031e-53
8d4bfd,30.169610852559313,4.4489861081869226e-13
5f8451,10.85569719953414,0.00010868939545196341
0b4f71,193.60021470762914,4.690850816951223e-84
9ccba6,13.481813405839038,7.864649925734966e-06
46c6fa,210.80136187920198,1.588138310389019e-91
7d5548,23.695118368582786,2.884678439654057e-10
c78cb0,90.30039084895856,3.418181384790817e-39
3df915,30.467057587220378,3.3043160065051773e-13
d3aa56,75.95872212096117,5.784991092235065e-33
2d914b,11.562977763465392,5.358202554342622e-05
ca21a1,72.66179298683538,1.5636545925486178e-31
e86653,24.521953132053948,1.2618497132876981e-10
cf486f,18.48883830075032,5.2620638472972486e-08
ffcc47,174.28369211631306,1.1489755637553598e-75
334b08,113.13285784445776,4.147445428243922e-49
0020c4,210.23835901936513,2.7886714959149303e-91
8e43dd,32.8994198950018,2.9021512720018205e-14
fab755,159.84370703020247,2.1454412869121384e-69
538468,48.03752685779904,7.732567601654791e-21
98bc76,66.1687990067868,1.0327906113686034e-28
b86c24,257.2336791585075,1.0853983221712004e-111
d1f559,10.25106812422271,0.000198963881199269
749cbd,16.76510249632081,2.94961315435466e-07
449b4d,229.32837866427636,1.4279308168110937e-99
696c7c,215.0785871749214,2.204514595397578e-93
d66978,193.68200216555232,4.322467928770615e-84
930a8d,57.93752850109432,3.8797848332717564e-25
dbc836,3.7100914369970392,0.13787461910839632
d5a331,3.97291960703443,0.10600821010633601
0e5ac7,151.8421010681473,6.405749474381486e-66
74d03b,120.0972780105172,3.918965430473217e-52
f05cbd,123.49178915348857,1.3150854548487594e-53
e28da0,14.693198109125744,2.341972028867869e-06
6433fc,193.68050036452192,4.328964292461763e-84
ee5622,72.7472216626955,1.4356204040793423e-31
c0da8c,28.763261610566634,1.8156442771414617e-12
617d92,86.68271358646705,1.273304802532133e-37
55d036,183.52138657643704,1.1179723503661427e-79
c70500,158.27501988950718,1.0298851663918653e-68
f28669,20.401113223895905,7.774378242433906e-09
e02b3e,121.31326115391526,1.1616536551772938e-52
6693b4,32.451301934731404,4.542921195108294e-14
bf5c47,48.73186551154858,3.861679970550155e-21
126038,38.084285832244646,1.6254042086885214e-16
fe80da,11.336527187565125,6.719939492507859e-05
5ddc87,35.74928365825317,1.6789584143049822e-15
027b7a,157.7593984435785,1.7247269584784774e-68
5eacd8,209.7490239350769,4.5489680287928357e-91
bf27a2,135.41246469140813,8.747226408538978e-59
9f5948,36.97564592662857,4.925355399100954e-16
4af1f1,14.116897816323663,4.167405311292063e-06
cf45c6,166.20534787973517,3.704171766057629e-72
0067a7,14.386719750516663,3.181878292515182e-06
892f56,120.70956677317751,2.1245052155231552e-52
bd74db,193.85734356089725,3.627287499383562e-84
963e03,186.5351101568521,5.490192115713524e-81
7e25b8,156.12249294124095,8.863788377606935e-68
1dcced,34.508441724195656,5.8067181195188976e-15
ed3669,196.61763563864017,2.295103955158553e-85
adaac7,46.194617462661185,4.8830267840049014e-20
967d4b,7.947003369348263,0.0019925849838301154
bb77c7,34.120761469839984,8.556539103582339e-15
758388,103.10978219653941,9.348611795339306e-45
dba669,27.127388651581168,9.321404710449625e-12
88304d,15.181363042775578,1.4373891651134204e-06
6c5fa0,193.68418431228767,4.313045953296471e-84
e9cf7b,142.7134407307301,5.903325923311205e-62
0efa28,193.92536846539775,3.388746940873979e-84
9f2775,85.63603195375005,3.6266064908588694e-37
64ef8e,193.19583502992,7.028642980743098e-84
5181d5,80.36105386822697,7.085888418484506e-35
96a9a0,198.06484213019706,5.398692206671238e-86
48ace3,20.373610673614852,7.991160843967752e-09
ef7471,159.05084272075862,4.740817403469346e-69
e3e3c4,155.13109330136854,2.3887943969043205e-67
777669,174.78656862273542,6.948871816302222e-76
3dd9b3,103.1274973341529,9.184458146085409e-45
2eb4bf,71.11779912920359,7.322996679248867e-31
a42624,170.8268305911293,3.6442375383496385e-74
a6c898,127.56249200259288,2.244244603535231e-55
0ba5f2,94.10951533648353,7.577280402085814e-41
2314a2,140.2745665095556,6.765289375388892e-61
d0b12f,118.1382465878487,2.779508261894165e-51
75218b,114.13387399069201,1.5242102986955087e-49
54a7c1,40.95553984351982,9.204317830635784e-18
ffd4aa,147.74895014084478,3.838864745789524e-64
a1849d,34.301703925178316,7.14028964982248e-15
d8f1ba,205.20816938900148,4.265608145020209e-89
eca20d,193.67642716771417,4.346632975582213e-84
8800ed,141.90619379370565,1.3233650221183797e-61
006081,200.12475140025776,6.881471867006568e-87
2f2367,13.45811084400465,8.053289060733748e-06
2d3be3,75.22860482846346,1.2005730930650836e-32
476720,5.757517634966738,0.017795017760336533
7d0d32,167.20531201127682,1.3627375177176157e-72
2e5a33,8.989257647452758,0.0007027026177813996
3ccd20,258.4907185932571,3.0879044677494286e-112
b4204d,57.511410702282376,5.941118976806827e-25
68b0c5,164.9468286154784,1.303944446340274e-71
65e57b,88.09887915694028,3.0895802795776393e-38
21914c,15.551095455045196,9.931197539388564e-07
4915ce,32.07395147753374,6.625465922879659e-14
abebd1,81.72767141698984,1.8066742258058825e-35
4d8f43,158.6798867263262,6.870010009782897e-69
7dd82e,16.480138332938868,3.922143011448802e-07
5be9d2,143.26184569035914,3.411359691290566e-62
4125e2,22.037328219144612,1.5137931045162148e-09
140798,109.44601297043691,1.6556062786913342e-47
0310ef,69.56500384623699,3.4598658497959144e-30
69e15e,42.32248177851139,2.3460446170005876e-18
110d1b,116.67038947479874,1.2062857950720093e-50
9d66e6,49.761976046923714,1.3784942481764398e-21
8e3c3a,56.031511197040906,2.6096390266768938e-24
b5200f,96.97529514412696,4.314405908921739e-42
5da5bd,31.605811014307097,1.0581012916084788e-13
aefe48,18.800782980424838,3.8519466216264206e-08
502648,12.921711779944033,1.3769825649191887e-05
ff2ff4,20.088047832981673,1.0632324871593423e-08
fc0b5c,17.212025519728936,1.8865523394150832e-07
1f843d,95.18608197681979,2.582060462136606e-41
63df4e,192.86131256659974,9.820932900434736e-84
807af4,126.43377189102215,6.938524172525529e-55
97df18,101.73203723264898,3.7076109933017365e-44
2ec3a4,100.07251649079616,1.949013565907165e-43
ceed05,71.89246077632328,3.3748739635385766e-31
86abda,37.1475268299974,4.14754059519535e-16
41bdb2,9.121606653983099,0.0006155922281081564
cf7634,43.44852341532324,7.608562246792511e-19
ad034b,55.74931468381494,3.460483852447378e-24
090292,25.767193175355125,3.6325094594615136e-11
f396d4,8.676464764342883,0.0009607619490899593
15ddc6,193.67935215939355,4.333937686154585e-84
fe14ac,40.37212077269995,1.6495568584377556e-17
fd09b9,79.82602704061594,1.2099112310875827e-34
a2ca86,87.00824167776518,9.195118349152326e-38
74f5c4,130.38340335923755,1.336484583334879e-56
3ea50a,49.429994174460276,1.9212454572910902e-21
8bcda9,56.23304973351798,2.133307028727346e-24
2a6c5e,137.92330818219733,7.10272327555109e-60
6eb271,88.06716923444014,3.1891204964218684e-38
ff11a9,10.265671214437612,0.00019607950535061383
ef0e78,137.76995973208813,8.279865468942718e-60
89e35a,15.369150449082483,1.1912950371223677e-06
8d3e29,27.85665499913284,4.495365556671348e-12
0121fd,54.68505962378925,1.0030831311744744e-23
4866d9,75.5182773578013,8.986393355955375e-33
00820d,110.29548246728848,7.080063449250648e-48
a39eac,127.50191563368513,2.3843948344940673e-55
6ce608,31.53263238250907,1.1384352130989171e-13
03e24c,23.033833905765253,5.588427251224716e-10
e519bc,12.16953259231569,2.921431528556644e-05
dbfc43,137.52963781377719,1.0529160926352696e-59
987c1a,81.87481396864811,1.559468657602623e-35
4f7ecb,84.86901948728442,7.809257012577525e-37
1857a1,24.783518725778205,9.714291679187603e-11
7175c7,9.82363250814495,0.00030507538890978033
ea4b07,195.59312190719095,6.393564069790227e-85
64af24,105.5303196638226,8.308470087316067e-46
a63241,117.42474806202894,5.67330904691529e-51
a739c7,244.93381125285754,2.3842616066353227e-106
970076,144.50361254443192,9.85450969230831e-63
951aa0,67.16222807618739,3.824472287232149e-29
911552,164.01913539941071,3.2972443565669063e-71
7d4cff,171.47193763168664,1.911790280860864e-74
a2e091,3.94174099607835,0.10936546414337742
d99027,92.15663192387346,5.341212402596028e-40
f0a1be,107.68867724220314,9.597503393892688e-47
942e8d,128.8054806301797,6.475109058693304e-56
0ae3e7,22.75695341299873,7.371184334304091e-10
8f84b8,60.18646540941727,4.093612702122761e-26
4d2382,116.30539660922189,1.7376591883924846e-50
32bffa,243.374814704279,1.133489506251424e-105
b691e6,12.802722400669245,1.550975266562922e-05
6e3485,186.1844660296144,7.795973448867315e-81
da5e41,114.97952284015926,6.5431106211705685e-50
93854f,32.641266016408395,3.756945117824534e-14
780ed4,3.4925549212249236,0.17137964310401796
e4d561,15.855565927594379,7.324395283650759e-07
4527d9,18.71378829179477,4.2020534612646185e-08
76796e,2.7162478605991147,0.37248184239430865
73a677,168.37100071356704,4.247760691654944e-73
aeeaf2,209.58919900595006,5.33732894094572e-91
edea52,254.65216367758396,1.4345876051801225e-110
681f06,26.404142852275953,1.9212462108879842e-11
0f2df3,14.25165922487678,3.64199717665132e-06
645275,80.71739277004816,4.96178898289386e-35
e7bb91,148.86415089797515,1.2585697115656766e-64
f13570,22.237064195726216,1.2397162393786851e-09
cd28ee,94.82862888311729,3.691529248312703e-41
613a23,55.45127307834667,4.662025575313525e-24
d75760,122.29991744697357,4.330891260681639e-53
db3667,12.59669337709707,1.905821141041419e-05
31dcbc,108.02779127816294,6.837272983777081e-47
2ead11,10.244822877919383,0.00020021034783706935
645901,217.37018869384053,2.2288615080497782e-94
16c6a8,121.16096816252379,1.3527472791141311e-52
173d12,17.025412354006935,2.2735992987968824e-07
adf1c5,59.84311404839508,5.770618357458608e-26
23316c,19.504939454131573,1.9048859972393872e-08
65b52e,71.63955547873638,4.346032139845439e-31
c46334,173.74126684130187,1.9764375485185877e-75
11a104,6.091679402059372,0.012740128671809688
7a5935,26.75587267875757,1.351539370364302e-11
f8d2f2,32.43326118533835,4.625622652990934e-14
69aeca,147.90057041194612,3.298792236923517e-64
2e906a,16.47208060508397,3.95387424156722e-07
a035b7,208.09441063627222,2.379590957200725e-90
5e230b,93.11685262633115,2.0446609199449352e-40
1d19c5,10.999106441655726,9.416843017892876e-05
444011,103.13715181591488,9.096213625409209e-45
9aad4b,8.151332260411838,0.0016243437556991542
2d715d,141.50691116180698,1.9728128832155536e-61
b7feea,26.352670023782064,2.0227275484996264e-11
d0f4e4,188.9523053446125,4.8956798546016457e-82
5bd0b9,95.02306820577131,3.03922175191066e-41
5c3181,116.94593456390946,9.157617547471693e-51
5dfcf3,19.506861971080287,1.901227339666812e-08
750dba,7.4682108030556815,0.0032162797964781584
35eb41,98.6214086027592,8.31807841966522e-43
524571,115.26643926909378,4.911091672281282e-50
1fa495,12.188520034440433,2.866484320751738e-05
e01f13,149.66550854045477,5.647445828290586e-65
e447ea,74.37343134056823,2.823486611301944e-32
3c918f,101.45870131420577,4.873067670208855e-44
6a9ba5,57.64886705872851,5.178115252127572e-25
7d6d38,212.2510008970941,3.726645619621812e-92
5813ac,224.86582176836325,1.2381435554068605e-97
8778d8,23.4491134907843,3.689232021565106e-10
0ba976,97.46947092651199,2.63210485773971e-42
ae4e7f,136.15282935286638,4.171901832501877e-59
cddffb,29.640648675229748,7.550685899052531e-13
bd4822,65.89390503467573,1.3595563620488283e-28
1d05ec,42.95392449609747,1.247682774820424e-18
ceb5e6,95.61168832670704,1.6870498608372005e-41
a3d61c,10.746309971079226,0.00012125326531444325
3eb90a,84.53302853941354,1.0927699173086572e-36
805707,60.26183038017023,3.796436678712657e-26
4f40c0,27.892071954444262,4.3389398083619995e-12
1bff25,9.476404259551096,0.0004317242919460094
0b182a,7.6946400403978075,0.0025645835623509883
46ba50,148.80504533336338,1.3352005312606697e-64
a513dd,73.6224828787339,5.982993153453518e-32
48c441,310.93609159545167,5.1633047594335834e-135
1db8d0,3.941220832730006,0.10942236684746696
a036e6,22.715643930273387,7.682061016383915e-10
374b9f,570.3768763238356,1.0945272322771828e-247
e7b828,22.608140117718126,8.553937345737404e-10
80ea24,38.73680570423931,8.463998938122276e-17
e1cbec,209.36408330883847,6.684831647508419e-91
39ac7a,66.70923438952474,6.015949427631257e-29
5ccaaa,125.07025277053071,2.7129134308243615e-54
5a9974,89.6842271453109,6.32982351129386e-39
abe9af,14.0214490743082,4.584781075814033e-06
bf805d,65.02578814227512,3.239034639240886e-28
7e5b41,158.62969584726883,7.22362166160499e-69
0b80a6,30.39273788072613,3.559247696037963e-13
79bdbe,61.42766006307487,1.1832125364894945e-26
62f5db,76.04587309546685,5.30216828002861e-33
222cea,38.586507943829254,9.83669233824701e-17
f67706,66.08244185303886,1.1259438073309134e-28
5709bc,200.66954830261596,3.990975394753619e-87
ae20d0,51.280243902809,3.020157601820257e-22
b3b069,64.25262823091339,7.017698013235461e-28
93b056,301.087904952561,9.771041895158493e-131
c5a173,137.12048628393342,1.5852071229211238e-59
6f8976,17.110692947534304,2.0877429963853434e-07
e54b28,84.16784792657847,1.5744347110056876e-36
c3ddbc,73.51156093443772,6.684844266825001e-32
418dd0,252.47213056605094,1.269122152923198e-109
94968d,163.19750749132032,7.498589860430215e-71
4958b6,116.1861751645049,1.9576805080521072e-50
5094c4,14.901818327868211,1.900986768303019e-06
329187,13.202677644575806,1.0396963437880102e-05
2ca169,189.92636013446838,1.8483592691576013e-82
aa4c52,77.72407825596089,9.89961412229547e-34
315fa1,161.6171682754747,3.641767377598047e-70
34b8bf,155.05909892955898,2.567116216243297e-67
9cbf0c,25.759023890860583,3.662306005183107e-11
7ee20b,206.5309746083008,1.1363024671665201e-89
4074a9,137.12829549835897,1.5728761110133249e-59
473f05,18.045526874493362,8.197545190652191e-08
0f5f82,192.744679272721,1.103585383380665e-83
529843,193.68108499739444,4.3264341772987505e-84
a38d63,199.8628171755126,8.942067156066426e-87
814d05,15.993440802538043,6.381069531152018e-07
00b875,202.0280517061819,1.0258609972410205e-87
db98e6,125.43941489090915,1.875473205350216e-54
631ff4,16.71233936151106,3.1094229502927247e-07
823c4f,59.04918683224295,1.2764992441936536e-25
6fa343,19.501506244080126,1.9114371102306642e-08
7fd256,69.62237501442499,3.26695594733646e-30
3e0eab,64.13645829729751,7.882185235177013e-28
be37df,52.60312714094715,8.044678934237e-23
0def69,9.039204717630643,0.0006684667875991434
9574a9,161.50455475324688,4.0758635132439114e-70
63d447,149.28800022443943,8.237621861066301e-65
5f0577,237.9624407713497,2.5408652688189163e-103
d680ae,58.93848677878493,1.4259259883460204e-25
2a65b1,217.90980767733532,1.2993601319517466e-94
b5fe05,125.62283660423913,1.561175854844465e-54
7a9f59,13.471026257433687,7.949946296839626e-06
fba34b,159.91288545542614,2.002040347249726e-69
f696ea,61.990169465458486,6.741678424835463e-27
bdd73c,11.34292723227938,6.67706891242697e-05
06d863,31.18926733352342,1.604833075544812e-13
069e0b,4.038849679956231,0.09924449698391626
98c41b,30.09150431870656,4.810412134110469e-13
24c85e,237.5219517362857,3.9471496668358394e-103
ba7c9f,190.18898871034227,1.4214390702135547e-82
eb7f12,267.07388033084214,5.781547205438345e-116
7736f2,4.991101600095371,0.038295582568019904
d77333,16.074408343201817,5.884773079025687e-07
0a7ee0,66.52614687910426,7.224670957315805e-29
b93d35,68.8067296090198,7.385392433201691e-30
626394,40.67993378088884,1.2125113116820134e-17
c97945,193.20495315041111,6.964846262243762e-84
fdefd9,18.167974261635468,7.252798216614845e-08
a69b80,12.826266601353732,1.514885315286042e-05
07fdfb,172.6230708624907,6.046574933637544e-75
515290,19.71754129479471,1.5400583759312656e-08
e2c3fe,115.97865801270072,2.409158484571481e-50
ecca24,24.243526841079515,1.6669655902921895e-10
5cbc9e,195.99377007324549,4.28295719425648e-85
01d6ee,193.67932995283036,4.334033929084272e-84
f63190,149.41842421240767,7.2303518856711215e-65
61c320,15.633532709386103,9.145334097897654e-07
5f5683,127.5006648543391,2.387379052215707e-55
9b1641,94.72996742118076,4.074313493197179e-41
7b7f23,7.189851292537265,0.004248580212359617
205ed9,7.400517998425911,0.0034415369298962393
dc0331,79.05447702090235,2.6171789836545213e-34
c91ffd,56.81899924002933,1.187349918865313e-24
1df5cd,5533.911632695606,0.0
bb8011,114.37440421521582,1.1983507236558873e-49
93c1b0,71.46781805791409,5.160330861582948e-31
3a3b95,49.40823277338358,1.963512679251427e-21
c095d7,153.30343191918865,1.4856688745478142e-66
97761a,128.612992132459,7.849532282765079e-56
f62157,18.097123948528836,7.785302555392015e-08
7ce4c3,123.31953153720539,1.562300265656066e-53
5d42d5,89.92023482191972,4.9991339020826525e-39
a53cf3,70.09245383548091,2.041693942650077e-30
1498a3,21.493079805023044,2.608738848954356e-09
2a92bb,116.29199957611245,1.7610953027462104e-50
ed65bd,64.8126145736268,4.0086274591140903e-28
22329e,190.9018273010149,6.968613565955257e-83
09fc84,109.98151315811965,9.691528744146512e-48
512ef1,28.806501282031522,1.7388095404094178e-12
c78c62,63.48192055173244,1.5167317145739258e-27
00b3dd,109.56303574609242,1.4727692875642546e-47
d24a43,62.845426106006244,2.8663867882846574e-27
63ae09,189.16960606253323,3.9394945803281244e-82
7cbee2,15.174527325012972,1.4472484108807897e-06
28e949,16.32694823171586,4.5714401759981393e-07
1ed53a,15.860339699081646,7.289513619074938e-07
5bbd6b,27.07372930768362,9.835248134301057e-12
8b3cb1,105.36154180842547,9.836041487794604e-46
bb5c8c,105.08798891947593,1.2930724597651406e-45
5a7dea,10.23298631716613,0.00020259423043568334
f9dd08,218.59136583629905,6.572530190925109e-95
9a276c,111.59317596796822,1.933998011294339e-48
3f7567,189.79622371119643,2.1052511839627727e-82
ce3bea,62.38855224984565,4.526396435129801e-27
78e843,124.8817659203695,3.2756292050305916e-54
254110,12.957855537246624,1.3281019274700878e-05
68e509,123.21978469639595,1.7261717673380881e-53
be2229,82.91828373987742,5.492922695061495e-36
2f3167,192.20422191556054,1.894626413720243e-83
98bb54,187.04224289784977,3.3063025401743366e-81
f5d041,9.99394999464807,0.0002572996698912154
972b1c,25.718420905223223,3.814066682771597e-11
ebd93f,27.369781414123917,7.314952747672921e-12
906af5,71.55271466817355,4.740317362787303e-31
83dc15,18.43074583264046,5.5768036200145784e-08
a9da1e,136.87919260356136,2.017801911046198e-59
5b033c,15.406998425195654,1.1470495143285086e-06
992bab,151.29635806101524,1.1055620592946444e-65
b3a402,56.10638043952121,2.4213922032079666e-24
6bd452,71.2436913925571,6.456758187374734e-31
f1ed74,28.710963446957653,1.9131259780886214e-12
a9ee59,29.45599331194166,9.081993981392365e-13
6ac682,191.14134591879116,5.4843450148471855e-83
