,tA1,tA2,tA3,tA4,tA5,rA1,rA2,rA3,rA4,ssrd_extension,tB1,tB2,tB3,tB4,rB1,rB2,rB3,wpf_extension,net_extension,moho_T,heat_prod
c84b19,19.8806188044358,18.348555361414693,15.255595276963868,14.487357910963926,0.0,8.573794429441739,2.4173769053341423,2.7156136891890315,0.0,22.024435299358107,29.395996359772223,13.477685449278688,6.667572102834639,0.0,0.08513284734677384,0.2453793344948689,0.3413301677170404,3.3367043640215712,25.361139663379674,776.2566639684692,44.79939555809604
f1427f,44.914885250087394,23.030833576594354,17.477805460813066,7.3962832901867355,0.0,0.6248116035129436,0.04867923859552703,1.2218804555897311,0.0,25.48204366121172,12.097322809010153,5.517624878259434,4.590366418090985,0.0,0.2390636006850313,1.6442578998872832,0.008759595531059539,1.974699194526604,27.45674285573832,731.0208646282094,41.95842977782054
4b8a49,40.3018835036516,39.03489254209008,21.63251331681435,12.785767224831426,0.0,5.688448274340299,0.13722194302098867,1.6491303383943678,0.0,23.466251102264295,5.663672576589924,0.7195562723092674,0.6204905688412854,0.0,0.4817375058566822,3.6034072580360954,1.383169965481814,2.263655535234577,25.729906637498875,901.4650174269096,29.53408012571223
538629,35.334848612402276,13.65400500997928,11.831368456823325,8.235322372685241,0.0,0.600319329926442,3.261594077362976,0.806410991879607,0.0,21.210685127411875,14.702037038909085,14.016966260938242,0.4456804794380709,0.0,0.06311547910333815,0.3192752556484733,0.7709586006476066,2.9702761402348075,24.180961267646683,955.5194221203699,36.34071759684312
6e59d0,54.82562152754885,27.76940933880052,21.812195644240933,11.86069480900484,0.0,0.18190000380528204,2.1408529335164768,0.7781483640022169,0.0,24.663740983138236,33.15172745469488,31.040380148436068,7.936994968144599,0.0,0.3638025618413861,0.11601750567263247,0.09835254534198913,2.6614804751715164,27.325221458309755,606.9262083405308,37.968649661995954
83005c,67.09698957805479,17.220359918789267,14.344408247770787,13.665831863445533,0.0,0.3139140487086767,6.0776289510335335,0.17852480464520706,0.0,32.26920706187951,24.942089024268842,14.297756731484675,11.802632289931871,0.0,0.11270660108059882,0.837734154508365,0.003325884813283775,2.0951282057961675,34.36433526767568,627.4402824329313,30.44005935620231
ac7030,36.88288564835104,33.94768461260957,14.276781012679331,12.63268610748235,0.0,0.027967674295759082,0.5418564456011354,5.655892715807479,0.0,19.444455691917874,10.367823856327087,8.452733156456338,0.051411301671446814,0.0,1.0098259407175232,0.3758791876117158,0.576413355865959,3.2230168452356613,22.667472537153536,675.4957036957877,44.914010793125136
e4230e,48.869516192676,45.88098437642104,15.984690094397873,13.400397168416188,0.0,2.7307741189543444,0.5203663200056874,3.4296935636577417,0.0,31.613557071083754,28.2703844203126,28.081578731522804,6.2937024721813515,0.0,1.4680801271103916,0.10606424341848443,0.4125607551974317,3.262794093737292,34.876351164821045,774.7141433519394,37.49989231442363
dfebd3,54.790339944422655,22.46404060449721,18.674846738685183,16.921354755402305,0.0,0.09779847638812678,2.547101236864881,8.349056479963131,0.0,26.637457558125096,37.20083954497533,36.26183340505284,1.8262902318974383,0.0,3.169520413745051,0.041661355527301325,0.1447159109375793,2.942150732090602,29.5796082902157,959.945470363593,9.025858476312742
67a2b3,31.9806328617167,27.11024768268754,8.642211117162523,6.93552509007007,0.0,2.3250245952185993,0.5920637149855656,1.9524814862943365,0.0,24.830151483502426,8.358598659001121,7.8120870811951795,0.1363411621745092,0.0,2.335122883494176,0.22256642306107602,0.5958148052753898,1.9293510012929609,26.759502484795384,947.5509005038459,15.929702469683926
6c1759,43.36840199427879,15.201931394081152,7.7842388573212755,7.604438939092821,0.0,0.6745790869226176,0.2455536449592177,4.61901200116942,0.0,21.00928109466875,21.030787300445546,18.534091493491506,17.62535370979349,0.0,0.07686256872634845,0.7367085885961728,0.2396655123071394,3.200450893286745,24.209731987955493,978.9995124853504,47.56391016004309
df904c,40.73348930182486,30.08472151863628,18.09470311782757,17.1198386516374,0.0,0.3753348043608451,0.6943459822905573,7.65608458873963,0.0,19.197998676737498,12.842663325570882,11.901932308132539,11.703826055393709,0.0,3.09235214436018,3.680529861193559,0.1802083281120828,3.616914784897852,22.814913461635356,941.5326225059102,41.72667985734242
